 ,Area,Mean,Min,Max
1,16777216,7578619.331,0.000000002901,117200000000000
2,16777216,7542786.412,0.000000554,116600000000000
3,16777216,7409675.728,0.000000008334,116300000000000
4,16777216,6912059.25,0.00007566,111400000000000
